Module,TC ID,Test Case,Priority,Steps,Expected Result,Actual Result,Status,Bug ID
Rev Share - NGR,MATH-PAY-237,Var:NGR|Mod:QFTD Flat + Bonus Flat|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus Flat, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-238,Var:NGR|Mod:QFTD Flat + Bonus Flat|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus Flat, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-239,Var:NGR|Mod:QFTD Flat + Bonus Flat|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus Flat, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-240,Var:NGR|Mod:QFTD Flat + Bonus Flat|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus Flat, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-241,Var:NGR|Mod:QFTD % + Bonus %|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD % + Bonus %, value 200, behavior Pass QFTD & Time",Calculated: $80.00,,Pending,
Rev Share - NGR,MATH-PAY-242,Var:NGR|Mod:QFTD % + Bonus %|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD % + Bonus %, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-243,Var:NGR|Mod:QFTD % + Bonus %|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD % + Bonus %, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - NGR,MATH-PAY-244,Var:NGR|Mod:QFTD % + Bonus %|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD % + Bonus %, value 50, behavior Pass QFTD & Time",Calculated: $20.00,,Pending,
Rev Share - NGR,MATH-PAY-245,Var:NGR|Mod:QFTD % + Bonus %|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD % + Bonus %, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-246,Var:NGR|Mod:QFTD % + Bonus %|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD % + Bonus %, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - NGR,MATH-PAY-247,Var:NGR|Mod:QFTD % + Bonus %|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD % + Bonus %, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-248,Var:NGR|Mod:QFTD % + Bonus %|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD % + Bonus %, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-249,Var:NGR|Mod:QFTD % + Bonus %|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD % + Bonus %, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-250,Var:NGR|Mod:QFTD % + Bonus %|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD % + Bonus %, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-251,Var:NGR|Mod:QFTD % + Bonus %|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD % + Bonus %, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-252,Var:NGR|Mod:QFTD % + Bonus %|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD % + Bonus %, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-253,Var:NGR|Mod:QFTD Flat + Bonus %|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus %, value 200, behavior Pass QFTD & Time",Calculated: $80.00,,Pending,
Rev Share - NGR,MATH-PAY-254,Var:NGR|Mod:QFTD Flat + Bonus %|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus %, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-255,Var:NGR|Mod:QFTD Flat + Bonus %|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus %, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - NGR,MATH-PAY-256,Var:NGR|Mod:QFTD Flat + Bonus %|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus %, value 50, behavior Pass QFTD & Time",Calculated: $20.00,,Pending,
Rev Share - NGR,MATH-PAY-257,Var:NGR|Mod:QFTD Flat + Bonus %|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus %, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-258,Var:NGR|Mod:QFTD Flat + Bonus %|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus %, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - NGR,MATH-PAY-259,Var:NGR|Mod:QFTD Flat + Bonus %|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus %, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-260,Var:NGR|Mod:QFTD Flat + Bonus %|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus %, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-261,Var:NGR|Mod:QFTD Flat + Bonus %|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus %, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-262,Var:NGR|Mod:QFTD Flat + Bonus %|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus %, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-263,Var:NGR|Mod:QFTD Flat + Bonus %|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus %, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-264,Var:NGR|Mod:QFTD Flat + Bonus %|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD Flat + Bonus %, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-265,Var:NGR|Mod:QFTD % + Bonus Flat|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD % + Bonus Flat, value 200, behavior Pass QFTD & Time",Calculated: $75.00,,Pending,
Rev Share - NGR,MATH-PAY-266,Var:NGR|Mod:QFTD % + Bonus Flat|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD % + Bonus Flat, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-267,Var:NGR|Mod:QFTD % + Bonus Flat|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD % + Bonus Flat, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - NGR,MATH-PAY-268,Var:NGR|Mod:QFTD % + Bonus Flat|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD % + Bonus Flat, value 50, behavior Pass QFTD & Time",Calculated: $30.00,,Pending,
Rev Share - NGR,MATH-PAY-269,Var:NGR|Mod:QFTD % + Bonus Flat|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD % + Bonus Flat, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-270,Var:NGR|Mod:QFTD % + Bonus Flat|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD % + Bonus Flat, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - NGR,MATH-PAY-271,Var:NGR|Mod:QFTD % + Bonus Flat|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD % + Bonus Flat, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-272,Var:NGR|Mod:QFTD % + Bonus Flat|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD % + Bonus Flat, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-273,Var:NGR|Mod:QFTD % + Bonus Flat|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD % + Bonus Flat, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-274,Var:NGR|Mod:QFTD % + Bonus Flat|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare NGR with QFTD % + Bonus Flat, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-275,Var:NGR|Mod:QFTD % + Bonus Flat|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare NGR with QFTD % + Bonus Flat, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - NGR,MATH-PAY-276,Var:NGR|Mod:QFTD % + Bonus Flat|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare NGR with QFTD % + Bonus Flat, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-277,Var:GGR|Mod:None|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with None, value 200, behavior Pass QFTD & Time",Calculated: $60.00,,Pending,
Rev Share - GGR,MATH-PAY-278,Var:GGR|Mod:None|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with None, value 50, behavior Pass QFTD & Time",Calculated: $15.00,,Pending,
Rev Share - GGR,MATH-PAY-279,Var:GGR|Mod:None|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with None, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-280,Var:GGR|Mod:None|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with None, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-281,Var:GGR|Mod:QFTD Flat|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD Flat, value 200, behavior Pass QFTD & Time",Calculated: $60.00,,Pending,
Rev Share - GGR,MATH-PAY-282,Var:GGR|Mod:QFTD Flat|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD Flat, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-283,Var:GGR|Mod:QFTD Flat|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD Flat, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - GGR,MATH-PAY-284,Var:GGR|Mod:QFTD Flat|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD Flat, value 50, behavior Pass QFTD & Time",Calculated: $15.00,,Pending,
Rev Share - GGR,MATH-PAY-285,Var:GGR|Mod:QFTD Flat|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD Flat, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-286,Var:GGR|Mod:QFTD Flat|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD Flat, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - GGR,MATH-PAY-287,Var:GGR|Mod:QFTD Flat|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD Flat, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-288,Var:GGR|Mod:QFTD Flat|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD Flat, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-289,Var:GGR|Mod:QFTD Flat|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD Flat, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-290,Var:GGR|Mod:QFTD Flat|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD Flat, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-291,Var:GGR|Mod:QFTD Flat|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD Flat, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-292,Var:GGR|Mod:QFTD Flat|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD Flat, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-293,Var:GGR|Mod:QFTD %|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD %, value 200, behavior Pass QFTD & Time",Calculated: $60.00,,Pending,
Rev Share - GGR,MATH-PAY-294,Var:GGR|Mod:QFTD %|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD %, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-295,Var:GGR|Mod:QFTD %|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD %, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - GGR,MATH-PAY-296,Var:GGR|Mod:QFTD %|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD %, value 50, behavior Pass QFTD & Time",Calculated: $15.00,,Pending,
Rev Share - GGR,MATH-PAY-297,Var:GGR|Mod:QFTD %|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD %, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-298,Var:GGR|Mod:QFTD %|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD %, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - GGR,MATH-PAY-299,Var:GGR|Mod:QFTD %|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD %, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-300,Var:GGR|Mod:QFTD %|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD %, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-301,Var:GGR|Mod:QFTD %|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD %, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-302,Var:GGR|Mod:QFTD %|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD %, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-303,Var:GGR|Mod:QFTD %|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD %, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-304,Var:GGR|Mod:QFTD %|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD %, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-305,Var:GGR|Mod:Bonus Flat|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with Bonus Flat, value 200, behavior Pass QFTD & Time",Calculated: $75.00,,Pending,
Rev Share - GGR,MATH-PAY-306,Var:GGR|Mod:Bonus Flat|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with Bonus Flat, value 50, behavior Pass QFTD & Time",Calculated: $30.00,,Pending,
Rev Share - GGR,MATH-PAY-307,Var:GGR|Mod:Bonus Flat|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with Bonus Flat, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-308,Var:GGR|Mod:Bonus Flat|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with Bonus Flat, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-309,Var:GGR|Mod:Bonus %|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with Bonus %, value 200, behavior Pass QFTD & Time",Calculated: $80.00,,Pending,
Rev Share - GGR,MATH-PAY-310,Var:GGR|Mod:Bonus %|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with Bonus %, value 50, behavior Pass QFTD & Time",Calculated: $20.00,,Pending,
Rev Share - GGR,MATH-PAY-311,Var:GGR|Mod:Bonus %|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with Bonus %, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-312,Var:GGR|Mod:Bonus %|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with Bonus %, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-313,Var:GGR|Mod:QFTD Flat + Bonus Flat|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus Flat, value 200, behavior Pass QFTD & Time",Calculated: $75.00,,Pending,
Rev Share - GGR,MATH-PAY-314,Var:GGR|Mod:QFTD Flat + Bonus Flat|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus Flat, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-315,Var:GGR|Mod:QFTD Flat + Bonus Flat|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus Flat, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - GGR,MATH-PAY-316,Var:GGR|Mod:QFTD Flat + Bonus Flat|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus Flat, value 50, behavior Pass QFTD & Time",Calculated: $30.00,,Pending,
Rev Share - GGR,MATH-PAY-317,Var:GGR|Mod:QFTD Flat + Bonus Flat|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus Flat, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-318,Var:GGR|Mod:QFTD Flat + Bonus Flat|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus Flat, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - GGR,MATH-PAY-319,Var:GGR|Mod:QFTD Flat + Bonus Flat|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus Flat, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-320,Var:GGR|Mod:QFTD Flat + Bonus Flat|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus Flat, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-321,Var:GGR|Mod:QFTD Flat + Bonus Flat|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus Flat, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-322,Var:GGR|Mod:QFTD Flat + Bonus Flat|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus Flat, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-323,Var:GGR|Mod:QFTD Flat + Bonus Flat|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus Flat, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-324,Var:GGR|Mod:QFTD Flat + Bonus Flat|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus Flat, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-325,Var:GGR|Mod:QFTD % + Bonus %|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD % + Bonus %, value 200, behavior Pass QFTD & Time",Calculated: $80.00,,Pending,
Rev Share - GGR,MATH-PAY-326,Var:GGR|Mod:QFTD % + Bonus %|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD % + Bonus %, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-327,Var:GGR|Mod:QFTD % + Bonus %|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD % + Bonus %, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - GGR,MATH-PAY-328,Var:GGR|Mod:QFTD % + Bonus %|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD % + Bonus %, value 50, behavior Pass QFTD & Time",Calculated: $20.00,,Pending,
Rev Share - GGR,MATH-PAY-329,Var:GGR|Mod:QFTD % + Bonus %|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD % + Bonus %, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-330,Var:GGR|Mod:QFTD % + Bonus %|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD % + Bonus %, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - GGR,MATH-PAY-331,Var:GGR|Mod:QFTD % + Bonus %|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD % + Bonus %, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-332,Var:GGR|Mod:QFTD % + Bonus %|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD % + Bonus %, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-333,Var:GGR|Mod:QFTD % + Bonus %|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD % + Bonus %, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-334,Var:GGR|Mod:QFTD % + Bonus %|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD % + Bonus %, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-335,Var:GGR|Mod:QFTD % + Bonus %|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD % + Bonus %, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-336,Var:GGR|Mod:QFTD % + Bonus %|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD % + Bonus %, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-337,Var:GGR|Mod:QFTD Flat + Bonus %|Val:200|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus %, value 200, behavior Pass QFTD & Time",Calculated: $80.00,,Pending,
Rev Share - GGR,MATH-PAY-338,Var:GGR|Mod:QFTD Flat + Bonus %|Val:200|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus %, value 200, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-339,Var:GGR|Mod:QFTD Flat + Bonus %|Val:200|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus %, value 200, behavior Pass QFTD Fail Time",Calculated: $60.00,,Pending,
Rev Share - GGR,MATH-PAY-340,Var:GGR|Mod:QFTD Flat + Bonus %|Val:50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus %, value 50, behavior Pass QFTD & Time",Calculated: $20.00,,Pending,
Rev Share - GGR,MATH-PAY-341,Var:GGR|Mod:QFTD Flat + Bonus %|Val:50|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus %, value 50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-342,Var:GGR|Mod:QFTD Flat + Bonus %|Val:50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus %, value 50, behavior Pass QFTD Fail Time",Calculated: $15.00,,Pending,
Rev Share - GGR,MATH-PAY-343,Var:GGR|Mod:QFTD Flat + Bonus %|Val:-50|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus %, value -50, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-344,Var:GGR|Mod:QFTD Flat + Bonus %|Val:-50|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus %, value -50, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-345,Var:GGR|Mod:QFTD Flat + Bonus %|Val:-50|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus %, value -50, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-346,Var:GGR|Mod:QFTD Flat + Bonus %|Val:0|Behav:Pass QFTD & Time,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus %, value 0, behavior Pass QFTD & Time",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-347,Var:GGR|Mod:QFTD Flat + Bonus %|Val:0|Behav:Fail QFTD,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus %, value 0, behavior Fail QFTD",Calculated: $0.00,,Pending,
Rev Share - GGR,MATH-PAY-348,Var:GGR|Mod:QFTD Flat + Bonus %|Val:0|Behav:Pass QFTD Fail Time,P0,"Execute step for RevShare GGR with QFTD Flat + Bonus %, value 0, behavior Pass QFTD Fail Time",Calculated: $0.00,,Pending,
