Module,TC ID,Test Case,Priority,Steps,Expected Result,Actual Result,Status,Bug ID
9. Reporting & Activity Logs,RP-AC-005,Verify Brand Report filter date 7 days,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-006,Verify Brand Report export CSV,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-007,Verify Brand Report export Excel,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-008,Verify Brand Report clicks accuracy,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-009,Verify Brand Report conversions accuracy,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-010,Verify Brand Report sorting,P0,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-011,Verify Activity Log brand created,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-012,Verify Activity Log brand updated,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-013,Verify Activity Log product added,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-014,Verify Activity Log filter brand,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-015,Verify Activity Log timestamp accuracy,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-016,Verify Activity Log user mapping,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-017,Verify Activity Log IP address,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-018,Verify Activity Log action type filter,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-019,Verify Activity Log export,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-020,Verify Activity Log pagination,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-021,Verify Activity Log real-time updates,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-022,Verify Activity Log data retention,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-023,Verify Activity Log search,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-024,Verify Activity Log sorting,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-025,Verify Activity Log details view,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-026,Verify Brand Report UI responsiveness,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-027,Verify Brand Report chart rendering,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-028,Verify Brand Report drill-down,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-029,Verify Brand Report timezone handling,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-030,Verify Brand Report currency conversion,P1,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-031,Verify Brand Report empty state,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-032,Verify Brand Report large date range,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-033,Verify Brand Report custom date range,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-034,Verify Brand Report scheduled exports,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-035,Verify Brand Report API endpoints,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-036,Verify Brand Report print view,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-037,Verify Brand Report share link,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-038,Verify Brand Report access control,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-039,Verify Brand Report caching,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-040,Verify Brand Report auto-refresh,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-041,Verify Activity Log audit compliance,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-042,Verify Activity Log tamper evidence,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-043,Verify Activity Log system events,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-044,Verify Activity Log API errors,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-045,Verify Activity Log login events,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-046,Verify Activity Log bulk action logging,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-047,Verify Activity Log detail JSON format,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-048,Verify Activity Log mask sensitive data,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-049,Verify Activity Log performance,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
9. Reporting & Activity Logs,RP-AC-050,Verify Activity Log archive process,P2,Execute step per TC description,System behaves as expected without errors.,,Pending,
